,S11,S21,S31,S12,S22,S32,S13,S23,S33,20_log_of_mag_S11,20_log_of_mag_S21,20_log_of_mag_S31,degrees_S11,degrees_S21,degrees_S31
4.598,(-0.02545702460398241-0.03833720825682567j),(-0.8276625331834221+0.5593313117394102j),(0.001100625361042361+0.00205360061373284j),(-0.8276625331834185+0.5593313117394075j),(-0.02608145096913234-0.03791618582618422j),(-0.0007811504941326363-0.002177481072869192j),(0.001100625361042658+0.002053600613732804j),(-0.0007811504941324172-0.002177481072869398j),(0.9807201105349642-0.1953900920581518j),-26.74114720002494,-0.009230807995058397,-52.65308024313527,-123.58532040171654,145.94931628961518,61.81095802274274
4.599,(-0.02555292593304544-0.03842734685949322j),(-0.8275179357799317+0.5595351437878188j),(0.001045359451826343+0.001949187220489564j),(-0.827517935779928+0.5595351437878162j),(-0.02614787314727044-0.03802593560724982j),(-0.0007420818272456745-0.00206687762974226j),(0.00104535945182663+0.001949187220489528j),(-0.0007420818272454619-0.00206687762974246j),(0.980689695501455-0.195545417014268j),-26.71699308635246,-0.0092798746220194,-53.10504034543773,-123.6226037821081,145.93498578642453,61.79510453177387
4.6,(-0.02564052554140612-0.03850907837053642j),(-0.8273802540797829+0.5597295014929731j),(0.0009954417694854824+0.001854954958366816j),(-0.8273802540797794+0.5597295014929705j),(-0.02620886955714007-0.0381253771477568j),(-0.000706782722298511-0.001967052989450559j),(0.000995441769485761+0.001854954958366781j),(-0.0007067827222983045-0.001967052989450751j),(0.9806613724626122-0.1956897439854885j),-26.695079659247636,-0.009324752870800363,-53.53423549704595,-123.65689391938899,145.92132748715383,61.78024389695796
4.601,(-0.02572097593956314-0.03858357646424562j),(-0.8272485271987152+0.5599157055665739j),(0.0009501318977466705+0.001769484023777312j),(-0.8272485271987118+0.5599157055665716j),(-0.02626519151652268-0.03821594760465283j),(-0.0006747328180725787-0.001876504789696829j),(0.0009501318977469404+0.001769484023777277j),(-0.000674732818072378-0.001876504789697015j),(0.9806348544692152-0.1958246051021658j),-26.675088267901337,-0.009365997836500517,-53.94283018528949,-123.68861960997215,145.90824779450836,61.766237881319675
4.602,(-0.02579522576668355-0.03865180600003627j),(-0.8271219640558193+0.5600948419203967j),(0.0009088200589839618+0.001691606880995112j),(-0.827121964055816+0.5600948419203944j),(-0.02631745777641794-0.03829882878276537j),(-0.0006455033094189732-0.001793997471318514j),(0.0009088200589842244+0.001691606880995078j),(-0.0006455033094187779-0.001793997471318695j),(0.9806099047026243-0.1959512605289305j),-26.6567579661498,-0.009404070901962243,-54.33269415000683,-123.71813145241553,145.89566971710644,61.75297277271824
4.603,(-0.02586406296010211-0.03871456748343467j),(-0.8269999074526994+0.5602678116244604j),(0.0008709995201470375+0.001620354617496318j),(-0.8269999074526961+0.560267811624458j),(-0.02636618252331292-0.03837500143551398j),(-0.000618737660758858-0.001718505569831611j),(0.0008709995201472927+0.001620354617496284j),(-0.0006187376607586681-0.001718505569831787j),(0.9805863259879152-0.196070756245275j),-26.639873014659237,-0.009439358667702843,-54.705453583498624,-123.7457189013523,145.88352934315176,61.74035417609107
4.604,(-0.02592814740133911-0.03877253063121554j),(-0.8268818069009162+0.5604353686304951j),(0.0008362457092235563+0.001554916429762354j),(-0.8268818069009127+0.5604353686304927j),(-0.02641179657142952-0.03844528627453535j),(-0.0005941369974731066-0.001649170881003803j),(0.0008362457092238041+0.001554916429762321j),(-0.0005941369974729217-0.001649170881003974j),(0.9805639528332596-0.1961839676957032j),-26.624253496730894,-0.009472187482062537,-55.06253167442225,-123.7716230436358,145.87177317608845,61.72830307865032
4.605,(-0.02598803591462765-0.0388262600336387j),(-0.8267671978090312+0.5605981486192396j),(0.0008042002125477425+0.001494608636978191j),(-0.8267671978090279+0.5605981486192371j),(-0.02645466360182295-0.03851037533487062j),(-0.0005714489029798998-0.001585269695548766j),(0.0008042002125479843+0.00149460863697816j),(-0.0005714489029797199-0.001585269695548934j),(0.9805426453131071-0.1962916331831202j),-26.609748178735163,-0.009502834717282093,-55.40518105097665,-123.7960462986503,145.86035609603974,61.71675283923037
4.606,(-0.02604420162942873-0.03887623500264492j),(-0.8266556853579731+0.5607566913162048j),(0.0007745583720281884+0.001438850707077953j),(-0.8266556853579698+0.5607566913162025j),(-0.02649509274827121-0.0385708562420399j),(-0.000550458729905839-0.001526187445623202j),(0.000774558372028424+0.001438850707077922j),(-0.0005504587299056635-0.001526187445623365j),(0.9805222843155477-0.1963943797112565j),-26.596229012756837,-0.009531537609336825,-55.73450999118941,-123.81915987358019,145.8492397820145,61.7056468580996
4.607,(-0.0260970491356699-0.0389228650868483j),(-0.8265469318772187+0.5609114579384874j),(0.0007470595716623451+0.001387146511025701j),(-0.8265469318772154+0.560911457938485j),(-0.02653334845409559-0.03862723118694262j),(-0.0005309827908844654-0.001471398878151625j),(0.0007470595716625755+0.001387146511025672j),(-0.0005309827908842941-0.001471398878151786j),(0.9805027678116882-0.1964927431957818j),-26.58358685699847,-0.009558500253100935,-56.05150378423288,-123.84110955744767,145.83839147778923,61.69493675431918
4.608,(-0.02614692646098407-0.03896650231824614j),(-0.8264406468660347+0.5610628449685111j),(0.0007214795567791675+0.001339069521792448j),(-0.8264406468660315+0.5610628449685088j),(-0.02656965826620099-0.0386799319078233j),(-0.0005128629711307111-0.00142045239866897j),(0.0007214795567793928+0.001339069521792419j),(-0.0005128629711305436-0.001420452398669127j),(0.9804840078995488-0.196587184425561j),-26.571728110412245,-0.009583899186072305,-56.35704228094311,-123.86202027040275,145.8277830171894,61.68458092619198
4.609,(-0.02619413462117148-0.03900745096661592j),(-0.8263365790350152+0.5612111951262869j),(0.000697624306462446+0.001294251022410454j),(-0.8263365790350119+0.5612111951262846j),(-0.02660421905298653-0.03872933162636578j),(-0.0004959624281058371-0.001372957596877136j),(0.0006976243064626664+0.001294251022410426j),(-0.0004959624281056734-0.00137295759687729j),(0.9804659284411821-0.1966781017813198j),-26.56057204152639,-0.009607887881569884,-56.65191442131789,-123.88199966952301,145.81739004731295,61.674543404041245
4.61,(-0.02623893529879381-0.03904597537392405j),(-0.8262345099063007+0.5613568061831549j),(0.000675325104683015+0.001252370632789446j),(-0.8262345099062977+0.5613568061831529j),(-0.02663720200584455-0.038775754636674j),(-0.0004801621306943281-0.001328575224264123j),(0.0006753251046832309+0.001252370632789419j),(-0.0004801621306941684-0.001328575224264274j),(0.9804484631586389-0.1967658414550808j),-26.550048649946888,-0.009630600391718596,-56.93683034308396,-123.90114103182123,145.8071914043344,61.6647929283294
4.611,(-0.02628155706438553-0.03908230629564122j),(-0.82613424862759+0.5614999380966879j),(0.0006544345452028555+0.001213148640225077j),(-0.8261342486275868+0.5614999380966856j),(-0.02666875669310474-0.03881948406850831j),(-0.0004653580527208528-0.001287009079300114j),(0.000654434545203067+0.001213148640225051j),(-0.0004653580527206965-0.001287009079300263j),(0.9804315540881027-0.1968507057251509j),-26.540096940585734,-0.009652154321890033,-57.212431539115364,-123.91952557805875,145.79716860803137,61.65530220311505
4.612,(-0.02632220045309494-0.03911664607072414j),(-0.8260356277395986+0.5616408188283531j),(0.0006348232701851487+0.001176339745264324j),(-0.8260356277395955+0.5616408188283509j),(-0.02669901436944698-0.03886076821786127j),(-0.0004514588808856716-0.001247999389650915j),(0.0006348232701853558+0.001176339745264298j),(-0.0004514588808855186-0.001247999389651061j),(0.980415150315983-0.1969329597050213j),-26.53066352057528,-0.009672653275382404,-57.47929942924098,-123.93722435996143,145.78730544949966,61.64604728713679
4.613,(-0.02636104213511642-0.03914917286514528j),(-0.825938499698542+0.5617796491191851j),(0.000616377289978175+0.001141727927294967j),(-0.8259384996985388+0.5617796491191828j),(-0.0267280906955692-0.0388998257441208j),(-0.000438384130377227-0.001211317378824056j),(0.0006163772899783784+0.001141727927294943j),(-0.0004383841303770773-0.001211317378824199j),(0.9803992069387475-0.1970128368847386j),-26.521701450600304,-0.009692188875028332,-57.737962634488625,-123.95429980364622,145.77758765260904,61.63700709380595
4.614,(-0.02639823836318418-0.03918004417704105j),(-0.825842734001045+0.5619166064348871j),(0.0005989957667348079+0.001109122202751784j),(-0.8258427340010418+0.5619166064348847j),(-0.02675608798718166-0.03893684996370507j),(-0.0004260625860034228-0.001176760777094087j),(0.0005989957667350076+0.00110912220275176j),(-0.0004260625860032759-0.001176760777094229j),(0.9803836842016123-0.1970905437095108j),-26.51316929840248,-0.009710842444751549,-57.98890318256268,-123.97080698018083,145.76800259425997,61.62816297804038
4.615,(-0.02643392783922783-0.03920939974914558j),(-0.8257482147931431+0.56205184824414j),(0.0005825891708453072+0.001078353099993939j),(-0.82574821479314+0.5620518482441379j),(-0.02678309708569389-0.03897201241826583j),(-0.0004144310050759922-0.001144150090637298j),(0.0005825891708455034+0.001078353099993916j),(-0.0004144310050758483-0.001144150090637438j),(0.9803685467812149-0.1971662633852052j),-26.50503035412422,-0.009728686415875086,-58.232561827617566,-123.98679465795422,145.75853907185933,61.619498392838075
4.616,(-0.0264682341112416-0.03923736400223641j),(-0.825654838870879+0.5621855147579999j),(0.0005670777390173095+0.00104926971345663j),(-0.8256548388708759+0.5621855147579977j),(-0.02680919892281064-0.03900546585653672j),(-0.0004034330321683221-0.001113325483560256j),(0.0005670777390175024+0.001049269713456608j),(-0.0004034330321681809-0.001113325483560394j),(0.9803537631849509-0.1972401590588679j),-26.497251976100333,-0.009745785509302251,-58.4693426318302,-124.00230617936094,145.74918710897254,61.610998602232954
4.617,(-0.02650126758779789-0.03926404807904392j),(-0.8255625139996563+0.5623177312309804j),(0.0005523901779507336+0.001021737228982723j),(-0.8255625139996533+0.5623177312309782j),(-0.02683446583591598-0.03903734673924269j),(-0.000393018286442271-0.001084144158488774j),(0.0005523901779509234+0.001021737228982702j),(-0.0003930182864421324-0.00108414415848891j),(0.980339305245425-0.1973123764908208j),-26.48980504247753,-0.009762197734152852,-58.699616928378255,-124.01738019509554,145.73993779203326,61.602650440120875
4.618,(-0.02653312723952225-0.03928955156948234j),(-0.8254711574946018+0.5624486099035161j),(0.0005384625691505445+0.000995634834692922j),(-0.8254711574945987+0.5624486099035139j),(-0.0268589626793583-0.03906777735375854j),(-0.0003831415903568428-0.001056478145125731j),(0.0005384625691507315+0.0009956348346929018j),(-0.0003831415903567066-0.001056478145125865j),(0.9803251476928994-0.197383046310695j),-26.48266348921284,-0.009777975235212778,-58.923726763422046,-124.03205128232922,145.73078313247115,61.59444210662618
4.619,(-0.02656390204284795-0.03931396397370189j),(-0.8253806950158326+0.5625782516493634j),(0.0005252374393855677+0.0009708539490926677j),(-0.8253806950158296+0.5625782516493614j),(-0.02688274776765136-0.03909686760765368j),(-0.0003737623148507129-0.001030212424522829j),(0.0005252374393857514+0.0009708539490926478j),(-0.0003737623148505792-0.001030212424522961j),(0.98031126779205-0.1974522859310701j),-26.475803918982628,-0.009793165015244557,-59.141987897181735,-124.04635046764483,145.72171594975802,61.5863629953636
4.62,(-0.02659367221047065-0.03933736594829648j),(-0.8252910595416155+0.5627067473789329j),(0.0005126629682831846+0.0009472967116021047j),(-0.8252910595416123+0.5627067473789308j),(-0.02690587367952142-0.03912471655660649j),(-0.0003648438209826706-0.001005243331076216j),(0.0005126629682833656+0.0009472967116020856j),(-0.0003648438209825394-0.001005243331076347j),(0.9802976450320279-0.1975202011778481j),-26.46920526862086,-0.0098078095531537,-59.35469243019021,-124.06030567142199,145.71272977176125,61.578403546261804
4.621,(-0.02662251024438517-0.03935983037225919j),(-0.8252021904895016+0.5628341792397284j),(0.0005006923100226135+0.0009248746912576736j),(-0.8252021904894987+0.5628341792397262j),(-0.02692838794617746-0.03915141371148094j),(-0.0003563529818504909-0.0009814771854271458j),(0.0005006923100227918+0.0009248746912576555j),(-0.0003563529818503619-0.0009814771854272748j),(0.9802842608609125-0.1975868876851038j),-26.46284852511571,-0.009821947335159308,-59.562111109537135,-124.07394208710355,145.7038187494879,61.570555119641675
4.622,(-0.02665048184064833-0.03938142326238599j),(-0.8251140329611488+0.5629606216473053j),(0.0004892830104092339+0.0009035077776623214j),(-0.825114032961146+0.5629606216473033j),(-0.02695033364279755-0.03917704016092723j),(-0.0003482597716381111-0.000958829120258148j),(0.0004892830104094096+0.0009035077776623038j),(-0.0003482597716379839-0.0009588291202582751j),(0.9802710984573161-0.1976524320931706j),-26.45671648208898,-0.009835613312843291,-59.76449536077938,-124.08728250621085,145.6949775838527,61.562809888052534
4.623,(-0.02667764666966756-0.03940220456236484j),(-0.825026537090982+0.5630861421740273j),(0.0004783965040406382+0.0008831232248647195j),(-0.825026537090979+0.5630861421740252j),(-0.02697174989874595-0.03920166953918468j),(-0.0003405369110460286-0.0009372220679603269j),(0.0004783965040408117+0.0008831232248647024j),(-0.0003405369110459037-0.0009372220679604527j),(0.9802581425332142-0.1977169130816037j),-26.45079353018201,-0.00984883929962172,-59.96207908377392,-124.10034759795246,145.68620146253554,61.555160743011555
4.624,(-0.0267040590515456-0.03942222882542731j),(-0.824939657482412+0.5632108023179841j),(0.0004679976790138427+0.0008636548241184224j),(-0.8249396574824094+0.5632108023179823j),(-0.02699267233925598-0.03922536886342976j),(-0.0003331595602818675-0.0009165858847229644j),(0.000467997679014014+0.0008636548241184059j),(-0.0003331595602817445-0.0009165858847230891j),(0.9802453791631295-0.1977804022629712j),-26.44506547596516,-0.009861654315041742,-60.155080244597116,-124.11315615065858,145.6774860053449,61.54760121430457
4.625,(-0.02672976854258725-0.03944154580694473j),(-0.8248533527181816+0.5633346581705152j),(0.0004580544988211029+0.0008450421856983031j),(-0.824853352718179+0.5633346581705133j),(-0.02701313346908398-0.03924819926073414j),(-0.0003261050523311464-0.0008968565900679115j),(0.0004580544988212719+0.0008450421856982875j),(-0.0003261050523310254-0.0008968565900680351j),(0.9802327956356529-0.1978429649588712j),-26.439519384942592,-0.009874084884737181,-60.343702290722504,-124.12572528098715,145.6688272167781,61.54012539991782
4.626,(-0.0267548204463094-0.03946020098053046j),(-0.8247675849337077+0.5634577609975951j),(0.0004485376728566987+0.0008272301133616243j),(-0.8247675849337048+0.5634577609975933j),(-0.02703316300683797-0.03927021660124616j),(-0.0003193526604747347-0.0008779757044590587j),(0.0004485376728568654+0.000827230113361609j),(-0.0003193526604746157-0.0008779757044591811j),(0.9802203803239637-0.1979046608758906j),-26.43414344499337,-0.009886155302581502,-60.52813541249155,-124.13807061581211,145.66022144469753,61.53272790500169
4.627,(-0.02677925626005374-0.03947823598892513j),(-0.8246823194441685+0.563580157747782j),(0.0004394203683964028+0.0008101680578043387j),(-0.8246823194441658+0.5635801577477803j),(-0.02705278817722418-0.0392914720514117j),(-0.0003128833950305882-0.0008598896705408445j),(0.0004394203683965676+0.0008101680578043243j),(-0.0003128833950304707-0.0008598896705409656j),(0.9802081225725765-0.1979655446962396j),-26.428926847210885,-0.009897887860462948,-60.708557670485995,-124.15020645086672,145.651665344221,61.52540378853677
4.628,(-0.0268031140664757-0.03949568903908178j),(-0.8245975244175945+0.5637018914973242j),(0.0004306779580846223+0.0007938096377139611j),(-0.8245975244175917+0.5637018914973223j),(-0.02707203396726452-0.03931201255877257j),(-0.0003066798251218029-0.0008425493459413224j),(0.0004306779580847851+0.0007938096377139473j),(-0.0003066798251216871-0.0008425493459414425j),(0.9801960125979847-0.1980256665953694j),-26.423859681608228,-0.00990930305025143,-60.88513600555395,-124.1621458895359,145.64315584607579,61.518148516591744
4.629,(-0.0268264288776868-0.03951259524934393j),(-0.8245131705874796+0.5638230018413128j),(0.0004222877979252235+0.000778112218862605j),(-0.8245131705874768+0.563823001841311j),(-0.02709092335156226-0.03933188127801567j),(-0.0003007259219485022-0.0008259095575247176j),(0.0004222877979253844+0.0007781122188625914j),(-0.0003007259219483882-0.0008259095575248367j),(0.9801840414012575-0.1980850726968906j),-26.418932845569966,-0.009920419741824095,-61.058027145845514,-124.1739009646367,145.6346901287847,61.51095792124154
4.63,(-0.0268492329385993-0.03952898695536017j),(-0.8244292309994455+0.5639435252383612j),(0.0004142290315616842+0.0007630365431965129j),(-0.8244292309994429+0.5639435252383594j),(-0.0271094774908925-0.03935111794641458j),(-0.0002950069205962441-0.0008099287085792246j),(0.0004142290315618433+0.0007630365431965001j),(-0.0002950069205961315-0.0008099287085793425j),(0.9801722006909409-0.1981438054734793j),-26.41413796326897,-0.009931255340362013,-61.227378423212784,-124.18548274557068,145.62626559415378,61.50382816436216
4.631,(-0.02687155599500583-0.03954489398034532j),(-0.8243456807873458+0.5640634953151249j),(0.0004064824172852601+0.0007485464011286018j),(-0.824345680787343+0.5640634953151229j),(-0.02712771590773076-0.03936975921554053j),(-0.000289509197872879-0.0007945684317488214j),(0.0004064824172854174+0.0007485464011285894j),(-0.000289509197872768-0.0007945684317489385j),(0.980160482814876-0.1982019041011043j),-26.409467314546127,-0.00994182592570855,-61.39332850962428,-124.1969014328583,145.61787984561337,61.49675570563982
4.632,(-0.02689342553108672-0.03956034387444405j),(-0.8242624969748906+0.564182943136019j),(0.0003990301747501908+0.0007346083412743957j),(-0.8242624969748877+0.5641829431360171j),(-0.02714565664178537-0.03938783894507222j),(-0.0002842201640458868-0.0007797932816120521j),(0.0003990301747503465+0.000734608341274384j),(-0.0002842201640457773-0.0007797932816121681j),(0.9801488806997525-0.1982594047727991j),-26.404913771981345,-0.00995214637612361,-61.55600808282294,-124.2081664417555,145.6095306690324,61.48973727423283
4.633,(-0.0269148669803362-0.03957536212724071j),(-0.8241796582994669+0.5643018974426869j),(0.0003918558488258138+0.0007211914127337771j),(-0.8241796582994643+0.5643018974426852j),(-0.02716331638814145-0.0394053884636625j),(-0.0002791281666694111-0.0007655704617230575j),(0.0003918558488259677+0.0007211914127337658j),(-0.0002791281666693029-0.0007655704617231721j),(0.9801373877973927-0.198316340977265j),-26.40047074507585,-0.009962230478410551,-61.715540429227396,-124.21928647639591,145.60121601568247,61.48276984360887
4.634,(-0.0269359039133149-0.03958997235686568j),(-0.8240971450553038+0.564420384867104j),(0.0003849441883911634+0.0007082669357390039j),(-0.824097145055301+0.5644203848671021j),(-0.02718071062024301-0.0394224368010919j),(-0.0002742224049546305-0.0007518695816901281j),(0.0003849441883913157+0.000708266935738993j),(-0.0002742224049545238-0.0007518695816902419j),(0.9801259980369077-0.1983727437468226j),-26.396132130625634,-0.00997209102617554,-61.87204199104845,-124.23026959568777,145.59293398707587,61.47585060915035
4.635,(-0.02695655820514561-0.03960419647865122j),(-0.8240149389535542+0.5645384301216426j),(0.0003782810381932096+0.0006958082970921829j),(-0.8240149389535514+0.5645384301216408j),(-0.0271978536996199-0.0394390108953302j),(-0.0002694928533592246-0.0007386624405050014j),(0.0003782810381933604+0.0006958082970921726j),(-0.0002694928533591192-0.0007386624405051144j),(0.9801147057819922-0.1984286418785735j),-26.391892268499262,-0.00998173990765187,-62.02562286370082,-124.24112327201632,145.58468282144136,61.46897696817839
4.636,(-0.02697685018525665-0.03961805485587084j),(-0.8239330229971986+0.564656056168953j),(0.000371853242155082+0.0006837907673216551j),(-0.8239330229971957+0.5646560561689512j),(-0.02721475897399658-0.03945513577761339j),(-0.0002649301932584077-0.0007259228328720061j),(0.0003718532421552313+0.0006837907673216452j),(-0.0002649301932583034-0.0007259228328721184j),(0.980103505792722-0.1984840621320891j),-26.38774590214586,-0.009991188184369183,-62.17638724883146,-124.25185444365115,145.57646088163517,61.46214650209684
4.637,(-0.02699679877153042-0.03963156643474457j),(-0.823851381368974+0.5647732843741174j),(0.0003656485567443228+0.0006721913369135724j),(-0.8238513813689713+0.5647732843741156j),(-0.02723143886519349-0.03947083473821268j),(-0.0002605257517175266-0.0007136263757379708j),(0.0003656485567444706+0.0006721913369135627j),(-0.0002605257517174236-0.000713626375738082j),(0.9800923931913125-0.1985390294064845j),-26.383688143253103,-0.01000044616176323,-62.32443386763659,-124.26246956163298,145.56826664431227,61.45535696039771
4.638,(-0.02701642159071906-0.03964474886559312j),(-0.8237699993307686+0.5648901346411969j),(0.0003596555732010225+0.0006609885693369281j),(-0.8237699993307657+0.564890134641195j),(-0.0272479049480384-0.03948612947520475j),(-0.0002562714465199002-0.0007017503526069793j),(0.0003596555732011689+0.0006609885693369192j),(-0.0002562714465197985-0.00070175035260709j),(0.980081363431365-0.1985935668993402j),-26.37971444005531,-0.010009523452677985,-62.46985633856915,-124.27297463180605,145.56009869020755,61.44860624630592
4.639,(-0.02703573508674022-0.03965761861177096j),(-0.8236888631331402+0.5650066255360102j),(0.0003538636475863184+0.0006501624688865066j),(-0.8236888631331373+0.5650066255360083j),(-0.02726416802134294-0.03950104022824308j),(-0.0002521597367167405-0.00069027357354822j),(0.0003538636475864633+0.0006501624688864978j),(-0.00025215973671664-0.0006902735735483299j),(0.9800704122701971-0.1986476962496075j),-26.375820548859252,-0.010018429034568985,-62.61274352305882,-124.28337525257305,145.5519556953962,61.44189240387057
4.64,(-0.02705475461825235-0.03967019104779285j),(-0.8236079599337883+0.5651227743967349j),(0.0003482628377490347+0.0006396943616298026j),(-0.8236079599337855+0.5651227743967331j),(-0.02728023817185927-0.03951558589906527j),(-0.0002481835780627218-0.0006791762490820867j),(0.0003482628377491784+0.0006396943616297944j),(-0.0002481835780626224-0.0006791762490821958j),(0.9800595357438984-0.1987014376663498j),-26.3720025084128,-0.01002717130113192,-62.75317984243918,-124.29367664887148,145.54383642342026,61.43521360633522
4.641,(-0.02707349454672789-0.03968248054788431j),(-0.8235272777239628+0.5652385974337177j),(0.0003428438464250916+0.0006295667879665276j),(-0.8235272777239601+0.5652385974337159j),(-0.02729612483201429-0.03952978416024593j),(-0.0002443363827831177-0.0006684398763653169j),(0.0003428438464252341+0.0006295667879665197j),(-0.0002443363827830194-0.0006684398763654253j),(0.9800487301448034-0.1987548100449302j),-26.368256616790724,-0.01003575810897909,-62.89124556891447,-124.30388370280606,145.5357397181827,61.428568145642174
4.642,(-0.02709196831608615-0.03969450056602844j),(-0.8234468052619214+0.5653541098197036j),(0.0003375979697847781+0.0006197634055005531j),(-0.8234468052619186+0.5653541098197018j),(-0.02731183683211592-0.039543651553511j),(-0.0002406119831892276-0.0006580471362984132j),(0.0003375979697849193+0.0006197634055005455j),(-0.0002406119831891304-0.0006580471362985209j),(0.980037992001117-0.1988078310720504j),-26.364579410514004,-0.010044196819912981,-63.027017093074036,-124.31400098131427,145.52766449752335,61.42195442294351
4.643,(-0.02711018852481541-0.03970626370844741j),(-0.8233665320126626+0.5654693257715387j),(0.0003325170508287661+0.0006102689010874111j),(-0.8233665320126599+0.565469325771537j),(-0.02732738244763976-0.03955720357876464j),(-0.0002370045987192905-0.0006479818003514528j),(0.0003325170508289061+0.0006102689010874042j),(-0.0002370045987191945-0.0006479818003515601j),(0.980027318058451-0.1988605173208718j),-26.360967645654565,-0.01005249433925839,-63.16056717019065,-124.32403276119553,145.51960974740098,61.41537094000792
4.644,(-0.02712816699139725-0.0397177817993393j),(-0.8232864480932524+0.5655842586242726j),(0.0003275934371081934+0.0006010689110620681j),(-0.8232864480932497+0.565584258624271j),(-0.02734276944212814-0.03957045477483583j),(-0.0002335088060345706-0.0006382286460543004j),(0.0003275934371083321+0.0006010689110620614j),(-0.0002335088060344756-0.0006382286460544068j),(0.9800167052630695-0.1989128843372908j),-26.357418280708945,-0.01006065715070389,-63.291965147286135,-124.33398305179223,145.51157451661666,61.40881629142662
4.645,(-0.02714591481374808-0.03972906594059163j),(-0.8232065442231498+0.5656989208984731j),(0.0003228199423077612+0.0005921499487726696j),(-0.8232065442231471+0.5656989208984713j),(-0.02735800510616957-0.03958341879282964j),(-0.0002301195118451617-0.0006287733802253447j),(0.0003228199423078989+0.0005921499487726633j),(-0.0002301195118450677-0.0006287733802254505j),(0.9800061507466604-0.198964946718316j),-26.353928461050423,-0.010068691347981837,-63.42127717274173,-124.34385561557583,145.50355791201986,61.402289157532415
4.646,(-0.02716344242330652-0.03974012656610571j),(-0.8231268116790043+0.565813324361466j),(0.0003181898112862685+0.0005834993386514016j),(-0.8231268116790015+0.5658133243614644j),(-0.02737309629287019-0.03959610846286175j),(-0.0002268319281791774-0.0006196025691245186j),(0.0003181898112864049+0.0005834993386513958j),(-0.0002268319281790844-0.0006196025691246239j),(0.9799956518124715-0.1990167181833775j),-26.350495504792598,-0.010076602663752737,-63.5485663900385,-124.35365398686024,145.49555909414698,61.395788297957466
4.647,(-0.02718075963432084-0.03975097349129076j),(-0.8230472422534645+0.565927480083133j),(0.0003136966882169901+0.0005751051561447821j),(-0.8230472422534617+0.5659274800831313j),(-0.02738804945017975-0.03960853585486178j),(-0.0002236415498428463-0.0006107035748129024j),(0.0003136966882171256+0.0005751051561447766j),(-0.0002236415498427541-0.0006107035748130069j),(0.9799852059226739-0.1990682116393001j),-26.34711688991702,-0.01008439649594596,-63.67389311704649,-124.36338148883819,145.48757727324707,61.38931254576315
4.648,(-0.02719787568882647-0.03976161595822176j),(-0.8229678282175865+0.5660413984868214j),(0.0003093345875117698+0.0005669561729044655j),(-0.8229678282175839+0.5660413984868196j),(-0.02740287065039335-0.03962071233405192j),(-0.0002205441338482733-0.0006020644970846141j),(0.0003093345875119043+0.0005669561729044603j),(-0.0002205441338481822-0.0006020644970847179j),(0.9799748106868251-0.1991194392395889j),-26.34379024253505,-0.010092077931833816,-63.797315012140466,-124.37304124911395,145.47961170565563,61.38286080208371
4.649,(-0.02721479929774644-0.03977206267689753j),(-0.8228885622864833+0.5661550893958571j),(0.0003050978672493083+0.0005590418067091492j),(-0.8228885622864806+0.5661550893958553j),(-0.02741756561711199-0.03963264861163672j),(-0.0002175356806114658-0.0005936741204102889j),(0.0003050978672494417+0.0005590418067091444j),(-0.0002175356806113756-0.0005936741204103921j),(0.979964463851323-0.1991704124385983j),-26.340513326169006,-0.010099651770060085,-63.918887228282564,-124.38263621388404,145.4716616904812,61.376432031232255
4.65,(-0.02723153867849982-0.03978232186298677j),(-0.822809437587889+0.5662685620761021j),(0.0003009812048594004+0.0005513520756475406j),(-0.8228094375878864+0.5662685620761003j),(-0.02743213974991441-0.03964435479117965j),(-0.0002146124167452827-0.0005855218653943238j),(0.0003009812048595327+0.0005513520756475359j),(-0.0002146124167451933-0.0005855218653944266j),(0.9799541632897525-0.1992211420410945j),-26.33728403195077,-0.010107122540817961,-64.0386625561078,-124.39216916090203,145.46372656657374,61.370025256222654
4.651,(-0.02724810158945866-0.0397924012724056j),(-0.8227304476333599+0.5663818252749373j),(0.0002969795748429691+0.0005438775561456486j),(-0.822730447633357+0.5663818252749356j),(-0.02744659814696309-0.03965584041108847j),(-0.0002117707792917978-0.0005775977443045019j),(0.0002969795748431004+0.0005438775561456444j),(-0.0002117707792917093-0.0005775977443046044j),(0.979943906994038-0.1992716382476589j),-26.334100369647572,-0.01011449452435701,-64.15669155693605,-124.40164271134695,145.45580570974727,61.36363955466735
4.652,(-0.02726449536155815-0.03980230823303284j),(-0.822651586291851+0.5664948872570219j),(0.0002930882283316185+0.0005366093444669565j),(-0.8226515862918484+0.5664948872570204j),(-0.02746094562574393-0.03966711448358533j),(-0.00020900740125541-0.0005698923202805826j),(0.0002930882283317488+0.0005366093444669525j),(-0.0002090074012553222-0.0005698923202806843j),(0.9799336930663245-0.1993219106963377j),-26.330960459434625,-0.010121771767985127,-64.27302268655453,-124.41105934070242,145.4478985302322,61.35727405501404
4.653,(-0.0272807269273299-0.0398120496738357j),(-0.8225728477654484+0.5666077558371317j),(0.0002893026743120476+0.0005295390213550366j),(-0.8225728477654457+0.56660775583713j),(-0.02747518674211665-0.03967818553049587j),(-0.0002063190983133062-0.0005623966698718625j),(0.0002893026743121771+0.000529539021355033j),(-0.0002063190983132193-0.0005623966698719638j),(0.9799235197115171-0.1993719685008916j),-26.32786252434306,-0.0101289581016939,-64.38770241052478,-124.42042138874064,145.44000447033557,61.350927933089764
