,S11,S21,S31,S12,S22,S32,S13,S23,S33,20_log_of_mag_S11,20_log_of_mag_S21,20_log_of_mag_S31,degrees_S11,degrees_S21,degrees_S31
4.654,(-0.02729680284760066-0.03982163215164909j),(-0.8224942265670505+0.5667204384103526j),(0.0002856186623591722+0.0005226586195232453j),(-0.8224942265670483+0.5667204384103511j),(-0.02748932580783424-0.0396890616161567j),(-0.0002037028565929336-0.0005551023485908641j),(0.0002856186623593008+0.0005226586195232419j),(-0.0002037028565928474-0.0005551023485909648j),(0.9799133852304203-0.1994218202859673j),-26.32480488331941,-0.010136057152561884,-64.50077531170363,-124.42973106869675,145.43212300228947,61.34460040892286
4.655,(-0.02731272933607235-0.0398310618758263j),(-0.8224157174998218+0.5668329419798774j),(0.0002820321667383946+0.0005159605937275929j),(-0.8224157174998191+0.5668329419798758j),(-0.02750336690667352-0.03969975037770797j),(-0.0002011558214178611-0.0005480013592036134j),(0.0002820321667385223+0.0005159605937275898j),(-0.0002011558214177757-0.0005480013592037136j),(0.9799032880134174-0.1994714742194746j),-26.321785944839597,-0.010143072357988774,-64.61228419060008,-124.43899047570895,145.42425362627054,61.3382907438175
4.656,(-0.02732851228197703-0.03984034473095577j),(-0.8223373156382529+0.5669452731826176j),(0.0002785393717520591+0.000509437793186538j),(-0.8223373156382503+0.5669452731826158j),(-0.02751731390930293-0.03971025905301042j),(-0.0001986752869337158-0.0005410861225062688j),(0.0002785393717521858+0.0005094377931865352j),(-0.0001986752869336312-0.0005410861225063686j),(0.9798932265346455-0.1995209380424253j),-26.31880420102646,-0.010150006977961373,-64.72227015913214,-124.4482015945916,145.4163958685745,61.331998237657444
4.657,(-0.02734415727098046-0.03984948629781881j),(-0.8222590163106868+0.5670574383128373j),(0.0002751366582178769+0.0005030834361356092j),(-0.8222590163106841+0.5670574383128355j),(-0.02753117048700211-0.03972059450640159j),(-0.0001962586865348785-0.0005343494503634307j),(0.0002751366582180027+0.0005030834361356067j),(-0.0001962586865347947-0.00053434945036353j),(0.979883199346617-0.1995702190964639j),-26.31585822222505,-0.010156864106326206,-64.8307727283003,-124.45736630700257,145.40854927993217,61.325722226418414
4.658,(-0.02735966960449017-0.03985849187274502j),(-0.822180815083177+0.5671694433439763j),(0.0002718205909787034+0.0004968910863267132j),(-0.8221808150831743+0.5671694433439746j),(-0.02754494012433474-0.03973076325248338j),(-0.0001939035840208187-0.0005277845208067287j),(0.0002718205909788285+0.000496891086326711j),(-0.0001939035840207357-0.0005277845208068276j),(0.9798732050752514-0.1996193243492927j),-26.31294665199471,-0.010163646681256024,-64.93782989024183,-124.46648639805888,145.40071343395383,61.31946207987061
4.659,(-0.02737505431750848-0.03986736648550655j),(-0.822102707744562+0.5672812939488306j),(0.0002685879073529213+0.000490854631300689j),(-0.8221027077445592+0.567281293948829j),(-0.0275586261308673-0.03974077147811505j),(-0.0001916076654179159-0.0005213848550120732j),(0.0002685879073530455+0.0004908546313006871j),(-0.0001916076654178335-0.0005213848550121717j),(0.9798632424152817-0.1996682604181819j),-26.310068202481016,-0.01017035749490354,-65.04347819509653,-124.4755635624498,145.39288792569116,61.313217199454265
4.66,(-0.02739031619515647-0.03987611491587831j),(-0.8220246902926506+0.5673929955182238j),(0.0002654355064439451+0.0004849682622791943j),(-0.822024690292648+0.5673929955182221j),(-0.02757223165201575-0.03975062506276672j),(-0.0001893687314091623-0.0005151442959925391j),(0.0002654355064440684+0.0004849682622791925j),(-0.0001893687314090806-0.000515144295992637j),(0.9798533101259985-0.1997170335917254j),-26.30722165013442,-0.010176999202369696,-65.1477528230686,-124.48459941009098,145.38507237030626,61.30698701631379
4.661,(-0.02740545978798332-0.0398847417089789j),(-0.8219467589214233+0.567504553178308j),(0.000262360439235079+0.0004792264555366127j),(-0.8219467589214209+0.5675045531783064j),(-0.02758575967909576-0.03976032959737508j),(-0.0001871846903195888-0.000509056988859299j),(0.0002623604392352015+0.0004792264555366112j),(-0.0001871846903195078-0.0005090569888593965j),(0.9798434070273082-0.1997656498499972j),-26.30440583174564,-0.010183574329999133,-65.25068765204432,-124.49359547135974,145.3772664018385,61.300770989476284
4.662,(-0.02742048942616371-0.03989325118949538j),(-0.8218689100091615+0.5676159718066046j),(0.0002593598994033259+0.000473623955126609j),(-0.8218689100091588+0.5676159718066028j),(-0.02759921305864322-0.03976989040182777j),(-0.000185053551610461-0.0005031173625177985j),(0.0002593598994034478+0.0004736239551266079j),(-0.0001850535516103807-0.0005031173625178955j),(0.9798335319960767-0.1998141148832422j),-26.30161964077076,-0.010190085283096399,-65.35231532108759,-124.50255320194717,145.36946967206111,61.294568604162535
4.663,(-0.02743540923267623-0.03990164747488573j),(-0.8217911401074286+0.5677272560468918j),(0.000256431214791955+0.0004681557568497064j),(-0.8217911401074262+0.5677272560468902j),(-0.02761259450106639-0.03977931254119155j),(-0.0001829734198396832-0.0004973201126788027j),(0.0002564312147920762+0.0004681557568497052j),(-0.0001829734198396035-0.0004973201126788993j),(0.9798236839627326-0.1998624341092235j),-26.298862023921785,-0.01019653435309482,-65.45266729011232,-124.5114739873591,145.36168184941977,61.288379370219424
4.664,(-0.02745022313554756-0.0399099344876438j),(-0.8217134459308347+0.5678384103230375j),(0.0002535718394873479+0.0004628170933590627j),(-0.8217134459308321+0.5678384103230356j),(-0.02762590658868493-0.03978860084078847j),(-0.0001809424890498799-0.0004916601860753885j),(0.0002535718394874683+0.0004628170933590619j),(-0.0001809424890498009-0.0004916601860754848j),(0.9798138619081125-0.19991061268934j),-26.29613197800028,-0.010202923724192499,-65.5517738960054,-124.52035914709558,145.3539026180467,61.28220282066337
4.665,(-0.02746493487923822-0.03991811596670308j),(-0.8216358243475145+0.5679494388518576j),(0.0002507793464507955+0.0004576034203113628j),(-0.8216358243475119+0.567949438851856j),(-0.02763915178320597-0.03979775990021411j),(-0.0001789590375492679-0.0004861327657872666j),(0.0002507793464509151+0.0004576034203113622j),(-0.0001789590375491894-0.0004861327657873624j),(0.9798040648605263-0.1999586555436123j),-26.293428546954416,-0.01020925547957704,-65.64966440544887,-124.52920993853522,145.34613167684384,61.27603851032616
4.666,(-0.02747954803523991-0.0399261954780496j),(-0.8215582723702678+0.568060345655087j),(0.0002480514206603698+0.0004525104034781627j),(-0.8215582723702654+0.5680603456550853j),(-0.02765233243268244-0.0398067941063836j),(-0.0001770214230535799-0.0004807332575827509j),(0.0002480514206604888+0.0004525104034781623j),(-0.000177021423053502-0.0004807332575828463j),(0.9797942918930248-0.2000065673646299j),-26.290750819141007,-0.010215531607174382,-65.74636706467342,-124.53802756054841,145.33836873862936,61.269886014594405
4.667,(-0.02749406601194667-0.03993417642460669j),(-0.8214807871483056+0.5681711345705254j),(0.0002453858527221972+0.0004475339067409609j),(-0.8214807871483032+0.5681711345705239j),(-0.02766545077799528-0.03981570764568319j),(-0.0001751280781602668-0.0004754572771970817j),(0.0002453858527223156+0.0004475339067409608j),(-0.0001751280781601896-0.0004754572771971768j),(0.9797845421208535-0.2000543526305419j),-26.288097924776178,-0.01022175400504718,-65.8419091463528,-124.54681315686102,145.330613529343,61.26374492823569
4.668,(-0.02750849206385813-0.03994206205544962j),(-0.821403365959554+0.5682818092624304j),(0.0002427805329140165+0.0004426699808999994j),(-0.8214033659595514+0.5682818092624289j),(-0.02767850895889696-0.03982450451529809j),(-0.0001732775061287254-0.000470300638472954j),(0.0002427805329141341+0.0004426699808999994j),(-0.0001732775061286488-0.0004703006384730486j),(0.9797748146990793-0.2001020156171685j),-26.2854690335597,-0.010227924486408978,-65.93631699383609,-124.55556781918908,145.32286578730515,61.25761486430394
4.669,(-0.02752282930016611-0.0399498554744022j),(-0.8213260062034747+0.5683923732312123j),(0.000240233445627333+0.0004379148532332629j),(-0.8213260062034724+0.5683923732312108j),(-0.02769150901965068-0.03983318853378101j),(-0.000171468276942716-0.0004652593422959388j),(0.0002402334456274498+0.0004379148532332632j),(-0.0001714682769426399-0.0004652593422960331j),(0.9797651088203752-0.2001495604092992j),-26.28286335245925,-0.010234044784311142,-66.0296160628952,-124.56429259016163,145.31512526252544,61.25149545311845
4.67,(-0.02753708069277298-0.0399575596480635j),(-0.8212487053943607+0.5685028298224867j),(0.0002377426641773463+0.0004332649177475718j),(-0.821248705394358+0.568502829822485j),(-0.02770445291429623-0.03984176335092012j),(-0.0001696990236331649-0.0004603295662632414j),(0.0002377426641774625+0.000433264917747572j),(-0.0001696990236330894-0.0004603295662633354j),(0.9797554237129507-0.2001969909112435j),-26.28028012364226,-0.010240116556019859,-66.12183096115484,-124.57298846604891,145.3073917160573,61.24538634131033
4.671,(-0.02755124908378464-0.03996517741330798j),(-0.8211714611550684+0.5686131822355336j),(0.0002353063459526018+0.0004287167260688851j),(-0.8211714611550661+0.568613182235532j),(-0.0277173425115714-0.03985023245695996j),(-0.0001679684388415044-0.0004555076550297677j),(0.0002353063459527174+0.0004287167260688857j),(-0.0001679684388414296-0.0004555076550298613j),(0.9797457586386187-0.2002443108566902j),-26.27771862254397,-0.010246141387128696,-66.21298548535653,-124.58165639931055,145.29966491939481,61.2392871909315
4.672,(-0.02756533719251812-0.03997271148429905j),(-0.8210942712111619+0.5687234335312076j),(0.0002329227278786946+0.00042426697892344j),(-0.8210942712111593+0.5687234335312059j),(-0.02773017959951442-0.03985859919122436j),(-0.0001662752716053881-0.0004507901112802472j),(0.0002329227278788097+0.0004242669789234408j),(-0.0001662752716053137-0.0004507901112803404j),(0.9797361128909846-0.2002915238179252j),-26.275178156061347,-0.010252120795359275,-66.30310265659816,-124.59029730097733,145.29194465390847,61.23319767862157
4.673,(-0.02757934762206012-0.0399801644590526j),(-0.8210171333854226+0.5688335866393399j),(0.0002305901221725287+0.0004199125181654389j),(-0.82101713338542+0.5688335866393384j),(-0.02774296588977198-0.03986686675018612j),(-0.0001646183243501499-0.0004461735872804912j),(0.000230590122172643+0.0004199125181654401j),(-0.0001646183243500761-0.000446173587280584j),(0.9797264857937558-0.2003386332144614j),-26.272658060863385,-0.01025805623419692,-66.39220475368063,-124.59891204287946,145.28423071031753,61.22711749482797
4.674,(-0.02759328286540944-0.03998753882558351j),(-0.8209400455927184+0.5689436443656718j),(0.0002283069123657083+0.000415650319310927j),(-0.8209400455927158+0.56894364436567j),(-0.02775570302163383-0.03987503819502427j),(-0.0001629964500708526-0.0004416548769650263j),(0.0002283069123658219+0.0004156503193109282j),(-0.0001629964500707793-0.0004416548769651187j),(0.9797168766991525-0.2003856423211179j),-26.270157701809186,-0.010263949096210603,-66.48031334468011,-124.60750145973242,145.27652288819536,61.2210463430758
4.675,(-0.02760714531123416-0.03999483696766608j),(-0.820863005835185+0.5690536093983509j),(0.0002260715495772844+0.0004114774845405974j),(-0.8208630058351828+0.5690536093983494j),(-0.02776839256581463-0.03988311645870676j),(-0.0001614085496909241-0.0004372309085216254j),(0.0002260715495773977+0.000411477484540599j),(-0.0001614085496908513-0.0004372309085217174j),(0.9797072849864225-0.2004325542755934j),-26.26767647046579,-0.010269800716239673,-66.56744931686107,-124.61606635109108,145.2688209955062,61.21498393928326
4.676,(-0.02762093724927103-0.04000206117023611j),(-0.8207860121977137+0.5691634843140249j),(0.0002238825490178974+0.0004073912361376983j),(-0.8207860121977112+0.5691634843140233j),(-0.02778103602800084-0.03989110435263266j),(-0.0001598535695846732-0.0004328987374368923j),(0.0002238825490180099+0.0004073912361376999j),(-0.0001598535695846009-0.0004328987374369842j),(0.9796977100604456-0.2004793720855682j),-26.265213783718604,-0.010275612374333451,-66.65363290503007,-124.6246074831816,145.2611248481707,61.208930011119804
4.677,(-0.02763466087539327-0.04000921362446064j),(-0.8207090628437099+0.5692732715835586j),(0.0002217384867086308+0.000403388910329622j),(-0.8207090628437075+0.5692732715835571j),(-0.02779363485217991-0.03989900457286577j),(-0.0001583304992518778-0.0004286555399696169j),(0.0002217384867087427+0.0004033889103296239j),(-0.000158330499251806-0.0004286555399697084j),(0.979688151350424-0.2005260986353699j),-26.262769082467653,-0.010281385298552777,-66.73888371843047,-124.63312559062004,145.25343426965796,61.20288429740385
4.678,(-0.02764831829636963-0.04001629643249857j),(-0.8206321560111159+0.5693829735774049j),(0.0002196379963994402+0.0003994679515046652j),(-0.8206321560111136+0.5693829735774033j),(-0.0278061904237668-0.03990681970598852j),(-0.0001568383691337267-0.0004244986070216849j),(0.0002196379963995515+0.0003994679515046671j),(-0.0001568383691336554-0.000424498607021776j),(0.9796786083086525-0.2005727366922322j),-26.260341830403604,-0.010287120667566901,-66.82322076626387,-124.64162137802562,145.24574909060243,61.19684654753684
4.679,(-0.02766191153433727-0.04002331161197444j),(-0.8205552900086693+0.5694925925706498j),(0.0002175797666730476+0.0003956259067774039j),(-0.8205552900086669+0.5694925925706481j),(-0.02781870407254255-0.03991455223460291j),(-0.0001553762485601328-0.0004204253383784106j),(0.0002175797666731584+0.000395625906777406j),(-0.000155376248560062-0.0004204253383785015j),(0.9796690804093632-0.200619288912178j),-26.257931512857866,-0.010292819613114247,-66.90666248192477,-124.65009552153629,145.23806914844434,61.19081652097181
4.68,(-0.0276754425310074-0.04003026110018483j),(-0.8204784632123849+0.5696021307477578j),(0.0002155625382214865+0.0003918604208785518j),(-0.8204784632123825+0.5696021307477562j),(-0.02783117707541743-0.03992220454250309j),(-0.0001539432438193423-0.0004164332372927202j),(0.0002155625382215967+0.000391860420878554j),(-0.000153943243819272-0.0004164332372928106j),(0.9796595671476362-0.2006657578455495j),-26.255537635721634,-0.010298483222320302,-66.9892267460226,-124.65854867023315,145.23039428709097,61.184793986713316
4.681,(-0.02768891315162295-0.04003714675805618j),(-0.8204016740622461+0.5697115902070353j),(0.0002135851012833623+0.0003881692313468389j),(-0.8204016740622437+0.5697115902070339j),(-0.02784361065903121-0.0399297789195422j),(-0.0001525384963413925-0.0004125199053893845j),(0.000213585101283472+0.0003881692313468415j),(-0.0001525384963413227-0.0004125199053894747j),(0.9796500680383785-0.2007121459422126j),-26.253159724429107,-0.010304112539866853,-67.070930908265,-124.66698144748041,145.2227243565983,61.1787787228472
4.682,(-0.02770232518868469-0.04004397037387086j),(-0.820324921059087+0.5698209729648348j),(0.0002116462932308681+0.0003845501640022835j),(-0.8203249210590847+0.5698209729648334j),(-0.02785600600220141-0.03993727756621434j),(-0.0001511611809876583-0.0004086830378674481j),(0.0002116462932309772+0.0003845501640022861j),(-0.0001511611809875888-0.000408683037867538j),(0.9796405826153595-0.2007584555564573j),-26.250797323000405,-0.01030970857004922,-67.15179180826945,-124.67539445218654,145.2150592128712,61.172770516097614
4.683,(-0.0277156803654615-0.04005073366677721j),(-0.820248202761659+0.5699302809595124j),(0.0002097449962964843+0.0003810011286819009j),(-0.8202482027616564+0.5699302809595107j),(-0.02786836423822978-0.03994470259797096j),(-0.0001498105044393564-0.0004049204189807664j),(0.0002097449962965929+0.0003810011286819037j),(-0.0001498105044392875-0.000404920418980856j),(0.9796311104303022-0.2008046889516125j),-26.24844999314022,-0.010315272278699314,-67.23182579536387,-124.68378825999156,145.20739871738112,61.16676916140997
